input,output
"{""hq_code"": ""TDL"", ""min_value"": 9177, ""select_column"": ""TOTAL_KMS"", ""sort_order"": ""ASC""}",SELECT TOTAL_KMS FROM TDL_MILEAGE_DATA WHERE HQ_CODE_C = 'TDL' AND TOTAL_KMS >= 9177;
"{""hq_code"": ""BSP"", ""max_value"": 13127, ""select_column"": ""CREW_ID_V"", ""sort_order"": ""ASC""}",SELECT CREW_ID_V FROM BSP_MILEAGE_DATA WHERE HQ_CODE_C = 'BSP';
"{""hq_code"": ""TDL"", ""max_value"": 5699, ""select_column"": ""RUN_DUTY_MIN"", ""sort_by"": ""TOTAL_KMS"", ""sort_order"": ""ASC""}",SELECT RUN_DUTY_MIN FROM TDL_MILEAGE_DATA WHERE HQ_CODE_C = 'TDL' AND RUN_DUTY_MIN <= 5699 ORDER BY TOTAL_KMS ASC;
"{""hq_code"": ""TDL"", ""select_column"": ""CREW_ID_V"", ""sort_by"": ""TOTAL_DUTY""}",SELECT CREW_ID_V FROM TDL_MILEAGE_DATA WHERE HQ_CODE_C = 'TDL' ORDER BY TOTAL_DUTY ASC;
"{""hq_code"": ""BSP"", ""max_value"": 708, ""select_column"": ""CREW_ID_V"", ""sort_by"": ""TOTAL_KMS"", ""sort_order"": ""DESC""}",SELECT CREW_ID_V FROM BSP_MILEAGE_DATA WHERE HQ_CODE_C = 'BSP' ORDER BY TOTAL_KMS DESC;
"{""select_column"": ""RUN_DUTY_MIN"", ""sort_by"": ""TOTAL_DUTY"", ""sort_order"": ""DESC""}",SELECT RUN_DUTY_MIN FROM CREW_MILEAGE_DATA ORDER BY TOTAL_DUTY DESC;
"{""hq_code"": ""BSP"", ""select_column"": ""NON_RUN_DUTY_MIN"", ""sort_order"": ""ASC""}",SELECT NON_RUN_DUTY_MIN FROM BSP_MILEAGE_DATA WHERE HQ_CODE_C = 'BSP';
"{""max_value"": 4437, ""select_column"": ""CREW_ID_V"", ""sort_by"": ""TOTAL_DUTY""}",SELECT CREW_ID_V FROM CREW_MILEAGE_DATA ORDER BY TOTAL_DUTY ASC;
"{""hq_code"": ""TDL"", ""max_value"": 14225, ""min_value"": 14186, ""select_column"": ""CREW_ID_V"", ""sort_by"": ""TOTAL_KMS"", ""sort_order"": ""ASC""}",SELECT CREW_ID_V FROM TDL_MILEAGE_DATA WHERE HQ_CODE_C = 'TDL' ORDER BY TOTAL_KMS ASC;
"{""hq_code"": ""BSP"", ""select_column"": ""NON_RUN_DUTY_MIN"", ""sort_by"": ""TOTAL_KMS"", ""sort_order"": ""DESC""}",SELECT NON_RUN_DUTY_MIN FROM BSP_MILEAGE_DATA WHERE HQ_CODE_C = 'BSP' ORDER BY TOTAL_KMS DESC;
"{""hq_code"": ""TDL"", ""max_value"": 4127, ""select_column"": ""NON_RUN_DUTY_MIN"", ""sort_by"": ""TOTAL_DUTY"", ""sort_order"": ""ASC""}",SELECT NON_RUN_DUTY_MIN FROM TDL_MILEAGE_DATA WHERE HQ_CODE_C = 'TDL' AND NON_RUN_DUTY_MIN <= 4127 ORDER BY TOTAL_DUTY ASC;
"{""max_value"": 3957, ""select_column"": ""RUN_DUTY_MIN"", ""sort_order"": ""DESC""}",SELECT RUN_DUTY_MIN FROM CREW_MILEAGE_DATA WHERE RUN_DUTY_MIN <= 3957;
"{""max_value"": 7706, ""select_column"": ""CREW_ID_V"", ""sort_order"": ""DESC""}",SELECT CREW_ID_V FROM CREW_MILEAGE_DATA;
"{""hq_code"": ""BSP"", ""select_column"": ""RUN_DUTY_MIN"", ""sort_by"": ""TOTAL_DUTY""}",SELECT RUN_DUTY_MIN FROM BSP_MILEAGE_DATA WHERE HQ_CODE_C = 'BSP' ORDER BY TOTAL_DUTY ASC;
"{""select_column"": ""RUN_DUTY_MIN"", ""sort_order"": ""ASC""}",SELECT RUN_DUTY_MIN FROM CREW_MILEAGE_DATA;
"{""max_value"": 190, ""min_value"": 3430, ""select_column"": ""NON_RUN_DUTY_MIN"", ""sort_by"": ""TOTAL_DUTY"", ""sort_order"": ""ASC""}",SELECT NON_RUN_DUTY_MIN FROM CREW_MILEAGE_DATA WHERE NON_RUN_DUTY_MIN BETWEEN 3430 AND 190 ORDER BY TOTAL_DUTY ASC;
"{""hq_code"": ""TDL"", ""max_value"": 14932, ""min_value"": 6605, ""select_column"": ""RUN_DUTY_MIN"", ""sort_by"": ""TOTAL_DUTY"", ""sort_order"": ""ASC""}",SELECT RUN_DUTY_MIN FROM TDL_MILEAGE_DATA WHERE HQ_CODE_C = 'TDL' AND RUN_DUTY_MIN BETWEEN 6605 AND 14932 ORDER BY TOTAL_DUTY ASC;
"{""select_column"": ""NON_RUN_DUTY_MIN"", ""sort_by"": ""TOTAL_DUTY"", ""sort_order"": ""DESC""}",SELECT NON_RUN_DUTY_MIN FROM CREW_MILEAGE_DATA ORDER BY TOTAL_DUTY DESC;
"{""select_column"": ""TOTAL_KMS"", ""sort_by"": ""TOTAL_DUTY""}",SELECT TOTAL_KMS FROM CREW_MILEAGE_DATA ORDER BY TOTAL_DUTY ASC;
"{""hq_code"": ""BSP"", ""select_column"": ""CREW_ID_V"", ""sort_order"": ""ASC""}",SELECT CREW_ID_V FROM BSP_MILEAGE_DATA WHERE HQ_CODE_C = 'BSP';
"{""hq_code"": ""TDL"", ""select_column"": ""TOTAL_KMS"", ""sort_order"": ""ASC""}",SELECT TOTAL_KMS FROM TDL_MILEAGE_DATA WHERE HQ_CODE_C = 'TDL';
"{""max_value"": 7479, ""min_value"": 11549, ""select_column"": ""NON_RUN_DUTY_MIN"", ""sort_by"": ""TOTAL_KMS""}",SELECT NON_RUN_DUTY_MIN FROM CREW_MILEAGE_DATA WHERE NON_RUN_DUTY_MIN BETWEEN 11549 AND 7479 ORDER BY TOTAL_KMS ASC;
"{""hq_code"": ""BSP"", ""min_value"": 11709, ""select_column"": ""RUN_DUTY_MIN"", ""sort_order"": ""DESC""}",SELECT RUN_DUTY_MIN FROM BSP_MILEAGE_DATA WHERE HQ_CODE_C = 'BSP' AND RUN_DUTY_MIN >= 11709;
"{""hq_code"": ""TDL"", ""max_value"": 13622, ""select_column"": ""CREW_ID_V"", ""sort_by"": ""TOTAL_KMS"", ""sort_order"": ""DESC""}",SELECT CREW_ID_V FROM TDL_MILEAGE_DATA WHERE HQ_CODE_C = 'TDL' ORDER BY TOTAL_KMS DESC;
"{""max_value"": 1045, ""select_column"": ""CREW_ID_V"", ""sort_by"": ""TOTAL_DUTY"", ""sort_order"": ""DESC""}",SELECT CREW_ID_V FROM CREW_MILEAGE_DATA ORDER BY TOTAL_DUTY DESC;
"{""hq_code"": ""BSP"", ""select_column"": ""TOTAL_DUTY"", ""sort_order"": ""ASC""}",SELECT TOTAL_DUTY FROM BSP_MILEAGE_DATA WHERE HQ_CODE_C = 'BSP';
"{""min_value"": 802, ""select_column"": ""TOTAL_DUTY"", ""sort_by"": ""TOTAL_DUTY""}",SELECT TOTAL_DUTY FROM CREW_MILEAGE_DATA WHERE TOTAL_DUTY >= 802 ORDER BY TOTAL_DUTY ASC;
"{""hq_code"": ""BSP"", ""max_value"": 4676, ""select_column"": ""CREW_ID_V""}",SELECT CREW_ID_V FROM BSP_MILEAGE_DATA WHERE HQ_CODE_C = 'BSP';
"{""hq_code"": ""TDL"", ""max_value"": 14104, ""min_value"": 12572, ""select_column"": ""TOTAL_DUTY"", ""sort_order"": ""DESC""}",SELECT TOTAL_DUTY FROM TDL_MILEAGE_DATA WHERE HQ_CODE_C = 'TDL' AND TOTAL_DUTY BETWEEN 12572 AND 14104;
"{""hq_code"": ""TDL"", ""min_value"": 11279, ""select_column"": ""TOTAL_DUTY"", ""sort_order"": ""DESC""}",SELECT TOTAL_DUTY FROM TDL_MILEAGE_DATA WHERE HQ_CODE_C = 'TDL' AND TOTAL_DUTY >= 11279;
"{""hq_code"": ""BSP"", ""max_value"": 723, ""min_value"": 2562, ""select_column"": ""TOTAL_DUTY"", ""sort_by"": ""TOTAL_DUTY"", ""sort_order"": ""DESC""}",SELECT TOTAL_DUTY FROM BSP_MILEAGE_DATA WHERE HQ_CODE_C = 'BSP' AND TOTAL_DUTY BETWEEN 2562 AND 723 ORDER BY TOTAL_DUTY DESC;
"{""max_value"": 5623, ""select_column"": ""CREW_ID_V"", ""sort_by"": ""TOTAL_DUTY""}",SELECT CREW_ID_V FROM CREW_MILEAGE_DATA ORDER BY TOTAL_DUTY ASC;
"{""hq_code"": ""TDL"", ""max_value"": 1833, ""min_value"": 9364, ""select_column"": ""CREW_ID_V"", ""sort_order"": ""DESC""}",SELECT CREW_ID_V FROM TDL_MILEAGE_DATA WHERE HQ_CODE_C = 'TDL';
"{""hq_code"": ""BSP"", ""min_value"": 12119, ""select_column"": ""NON_RUN_DUTY_MIN"", ""sort_by"": ""TOTAL_KMS"", ""sort_order"": ""DESC""}",SELECT NON_RUN_DUTY_MIN FROM BSP_MILEAGE_DATA WHERE HQ_CODE_C = 'BSP' AND NON_RUN_DUTY_MIN >= 12119 ORDER BY TOTAL_KMS DESC;
"{""select_column"": ""TOTAL_DUTY"", ""sort_by"": ""TOTAL_DUTY""}",SELECT TOTAL_DUTY FROM CREW_MILEAGE_DATA ORDER BY TOTAL_DUTY ASC;
"{""min_value"": 4243, ""select_column"": ""NON_RUN_DUTY_MIN"", ""sort_by"": ""TOTAL_KMS""}",SELECT NON_RUN_DUTY_MIN FROM CREW_MILEAGE_DATA WHERE NON_RUN_DUTY_MIN >= 4243 ORDER BY TOTAL_KMS ASC;
"{""min_value"": 3072, ""select_column"": ""NON_RUN_DUTY_MIN"", ""sort_order"": ""ASC""}",SELECT NON_RUN_DUTY_MIN FROM CREW_MILEAGE_DATA WHERE NON_RUN_DUTY_MIN >= 3072;
"{""max_value"": 2044, ""select_column"": ""TOTAL_KMS"", ""sort_order"": ""DESC""}",SELECT TOTAL_KMS FROM CREW_MILEAGE_DATA WHERE TOTAL_KMS <= 2044;
"{""min_value"": 3610, ""select_column"": ""TOTAL_KMS"", ""sort_by"": ""TOTAL_KMS""}",SELECT TOTAL_KMS FROM CREW_MILEAGE_DATA WHERE TOTAL_KMS >= 3610 ORDER BY TOTAL_KMS ASC;
"{""hq_code"": ""TDL"", ""max_value"": 14996, ""select_column"": ""TOTAL_DUTY"", ""sort_by"": ""TOTAL_DUTY"", ""sort_order"": ""ASC""}",SELECT TOTAL_DUTY FROM TDL_MILEAGE_DATA WHERE HQ_CODE_C = 'TDL' AND TOTAL_DUTY <= 14996 ORDER BY TOTAL_DUTY ASC;
"{""select_column"": ""CREW_ID_V"", ""sort_by"": ""TOTAL_DUTY""}",SELECT CREW_ID_V FROM CREW_MILEAGE_DATA ORDER BY TOTAL_DUTY ASC;
"{""select_column"": ""RUN_DUTY_MIN"", ""sort_order"": ""DESC""}",SELECT RUN_DUTY_MIN FROM CREW_MILEAGE_DATA;
"{""hq_code"": ""TDL"", ""min_value"": 353, ""select_column"": ""RUN_DUTY_MIN"", ""sort_by"": ""TOTAL_DUTY""}",SELECT RUN_DUTY_MIN FROM TDL_MILEAGE_DATA WHERE HQ_CODE_C = 'TDL' AND RUN_DUTY_MIN >= 353 ORDER BY TOTAL_DUTY ASC;
"{""hq_code"": ""BSP"", ""select_column"": ""TOTAL_KMS"", ""sort_order"": ""ASC""}",SELECT TOTAL_KMS FROM BSP_MILEAGE_DATA WHERE HQ_CODE_C = 'BSP';
"{""hq_code"": ""TDL"", ""max_value"": 5435, ""select_column"": ""TOTAL_KMS"", ""sort_order"": ""ASC""}",SELECT TOTAL_KMS FROM TDL_MILEAGE_DATA WHERE HQ_CODE_C = 'TDL' AND TOTAL_KMS <= 5435;
"{""max_value"": 10573, ""select_column"": ""NON_RUN_DUTY_MIN""}",SELECT NON_RUN_DUTY_MIN FROM CREW_MILEAGE_DATA WHERE NON_RUN_DUTY_MIN <= 10573;
"{""hq_code"": ""TDL"", ""max_value"": 13431, ""min_value"": 13058, ""select_column"": ""CREW_ID_V""}",SELECT CREW_ID_V FROM TDL_MILEAGE_DATA WHERE HQ_CODE_C = 'TDL';
"{""hq_code"": ""TDL"", ""select_column"": ""CREW_ID_V"", ""sort_order"": ""DESC""}",SELECT CREW_ID_V FROM TDL_MILEAGE_DATA WHERE HQ_CODE_C = 'TDL';
"{""hq_code"": ""TDL"", ""select_column"": ""TOTAL_DUTY"", ""sort_by"": ""TOTAL_DUTY""}",SELECT TOTAL_DUTY FROM TDL_MILEAGE_DATA WHERE HQ_CODE_C = 'TDL' ORDER BY TOTAL_DUTY ASC;
"{""hq_code"": ""TDL"", ""max_value"": 8493, ""min_value"": 12865, ""select_column"": ""CREW_ID_V""}",SELECT CREW_ID_V FROM TDL_MILEAGE_DATA WHERE HQ_CODE_C = 'TDL';
"{""hq_code"": ""TDL"", ""select_column"": ""TOTAL_KMS""}",SELECT TOTAL_KMS FROM TDL_MILEAGE_DATA WHERE HQ_CODE_C = 'TDL';
"{""hq_code"": ""BSP"", ""max_value"": 8810, ""min_value"": 5869, ""select_column"": ""TOTAL_KMS"", ""sort_by"": ""TOTAL_DUTY"", ""sort_order"": ""DESC""}",SELECT TOTAL_KMS FROM BSP_MILEAGE_DATA WHERE HQ_CODE_C = 'BSP' AND TOTAL_KMS BETWEEN 5869 AND 8810 ORDER BY TOTAL_DUTY DESC;
"{""hq_code"": ""TDL"", ""max_value"": 1131, ""select_column"": ""TOTAL_KMS"", ""sort_by"": ""TOTAL_DUTY"", ""sort_order"": ""ASC""}",SELECT TOTAL_KMS FROM TDL_MILEAGE_DATA WHERE HQ_CODE_C = 'TDL' AND TOTAL_KMS <= 1131 ORDER BY TOTAL_DUTY ASC;
"{""hq_code"": ""TDL"", ""min_value"": 8920, ""select_column"": ""CREW_ID_V"", ""sort_order"": ""DESC""}",SELECT CREW_ID_V FROM TDL_MILEAGE_DATA WHERE HQ_CODE_C = 'TDL';
"{""max_value"": 1566, ""min_value"": 537, ""select_column"": ""RUN_DUTY_MIN"", ""sort_order"": ""ASC""}",SELECT RUN_DUTY_MIN FROM CREW_MILEAGE_DATA WHERE RUN_DUTY_MIN BETWEEN 537 AND 1566;
"{""min_value"": 8980, ""select_column"": ""TOTAL_KMS"", ""sort_by"": ""TOTAL_KMS""}",SELECT TOTAL_KMS FROM CREW_MILEAGE_DATA WHERE TOTAL_KMS >= 8980 ORDER BY TOTAL_KMS ASC;
"{""hq_code"": ""BSP"", ""max_value"": 1120, ""min_value"": 11255, ""select_column"": ""TOTAL_KMS"", ""sort_order"": ""ASC""}",SELECT TOTAL_KMS FROM BSP_MILEAGE_DATA WHERE HQ_CODE_C = 'BSP' AND TOTAL_KMS BETWEEN 11255 AND 1120;
"{""hq_code"": ""BSP"", ""max_value"": 2629, ""select_column"": ""TOTAL_KMS""}",SELECT TOTAL_KMS FROM BSP_MILEAGE_DATA WHERE HQ_CODE_C = 'BSP' AND TOTAL_KMS <= 2629;
"{""hq_code"": ""TDL"", ""select_column"": ""RUN_DUTY_MIN"", ""sort_by"": ""TOTAL_KMS"", ""sort_order"": ""ASC""}",SELECT RUN_DUTY_MIN FROM TDL_MILEAGE_DATA WHERE HQ_CODE_C = 'TDL' ORDER BY TOTAL_KMS ASC;
"{""max_value"": 11453, ""select_column"": ""NON_RUN_DUTY_MIN"", ""sort_order"": ""ASC""}",SELECT NON_RUN_DUTY_MIN FROM CREW_MILEAGE_DATA WHERE NON_RUN_DUTY_MIN <= 11453;
"{""hq_code"": ""TDL"", ""select_column"": ""TOTAL_KMS"", ""sort_order"": ""DESC""}",SELECT TOTAL_KMS FROM TDL_MILEAGE_DATA WHERE HQ_CODE_C = 'TDL';
"{""hq_code"": ""TDL"", ""select_column"": ""CREW_ID_V"", ""sort_by"": ""TOTAL_KMS""}",SELECT CREW_ID_V FROM TDL_MILEAGE_DATA WHERE HQ_CODE_C = 'TDL' ORDER BY TOTAL_KMS ASC;
"{""hq_code"": ""BSP"", ""select_column"": ""CREW_ID_V"", ""sort_order"": ""ASC""}",SELECT CREW_ID_V FROM BSP_MILEAGE_DATA WHERE HQ_CODE_C = 'BSP';
"{""hq_code"": ""BSP"", ""max_value"": 2661, ""min_value"": 1803, ""select_column"": ""TOTAL_KMS""}",SELECT TOTAL_KMS FROM BSP_MILEAGE_DATA WHERE HQ_CODE_C = 'BSP' AND TOTAL_KMS BETWEEN 1803 AND 2661;
"{""hq_code"": ""TDL"", ""min_value"": 6777, ""select_column"": ""CREW_ID_V"", ""sort_order"": ""DESC""}",SELECT CREW_ID_V FROM TDL_MILEAGE_DATA WHERE HQ_CODE_C = 'TDL';
"{""hq_code"": ""BSP"", ""max_value"": 3096, ""select_column"": ""TOTAL_DUTY"", ""sort_by"": ""TOTAL_DUTY""}",SELECT TOTAL_DUTY FROM BSP_MILEAGE_DATA WHERE HQ_CODE_C = 'BSP' AND TOTAL_DUTY <= 3096 ORDER BY TOTAL_DUTY ASC;
"{""hq_code"": ""TDL"", ""max_value"": 1142, ""select_column"": ""TOTAL_DUTY"", ""sort_order"": ""ASC""}",SELECT TOTAL_DUTY FROM TDL_MILEAGE_DATA WHERE HQ_CODE_C = 'TDL' AND TOTAL_DUTY <= 1142;
"{""hq_code"": ""TDL"", ""max_value"": 13866, ""min_value"": 13817, ""select_column"": ""NON_RUN_DUTY_MIN"", ""sort_by"": ""TOTAL_DUTY"", ""sort_order"": ""ASC""}",SELECT NON_RUN_DUTY_MIN FROM TDL_MILEAGE_DATA WHERE HQ_CODE_C = 'TDL' AND NON_RUN_DUTY_MIN BETWEEN 13817 AND 13866 ORDER BY TOTAL_DUTY ASC;
"{""hq_code"": ""BSP"", ""max_value"": 1271, ""select_column"": ""TOTAL_DUTY"", ""sort_by"": ""TOTAL_KMS""}",SELECT TOTAL_DUTY FROM BSP_MILEAGE_DATA WHERE HQ_CODE_C = 'BSP' AND TOTAL_DUTY <= 1271 ORDER BY TOTAL_KMS ASC;
"{""hq_code"": ""TDL"", ""max_value"": 14360, ""select_column"": ""CREW_ID_V"", ""sort_by"": ""TOTAL_DUTY"", ""sort_order"": ""ASC""}",SELECT CREW_ID_V FROM TDL_MILEAGE_DATA WHERE HQ_CODE_C = 'TDL' ORDER BY TOTAL_DUTY ASC;
"{""hq_code"": ""BSP"", ""min_value"": 11860, ""select_column"": ""NON_RUN_DUTY_MIN"", ""sort_order"": ""DESC""}",SELECT NON_RUN_DUTY_MIN FROM BSP_MILEAGE_DATA WHERE HQ_CODE_C = 'BSP' AND NON_RUN_DUTY_MIN >= 11860;
"{""hq_code"": ""TDL"", ""min_value"": 2220, ""select_column"": ""TOTAL_DUTY"", ""sort_by"": ""TOTAL_KMS"", ""sort_order"": ""ASC""}",SELECT TOTAL_DUTY FROM TDL_MILEAGE_DATA WHERE HQ_CODE_C = 'TDL' AND TOTAL_DUTY >= 2220 ORDER BY TOTAL_KMS ASC;
"{""hq_code"": ""BSP"", ""min_value"": 2974, ""select_column"": ""NON_RUN_DUTY_MIN""}",SELECT NON_RUN_DUTY_MIN FROM BSP_MILEAGE_DATA WHERE HQ_CODE_C = 'BSP' AND NON_RUN_DUTY_MIN >= 2974;
"{""hq_code"": ""TDL"", ""select_column"": ""RUN_DUTY_MIN"", ""sort_by"": ""TOTAL_KMS"", ""sort_order"": ""ASC""}",SELECT RUN_DUTY_MIN FROM TDL_MILEAGE_DATA WHERE HQ_CODE_C = 'TDL' ORDER BY TOTAL_KMS ASC;
"{""select_column"": ""RUN_DUTY_MIN"", ""sort_order"": ""DESC""}",SELECT RUN_DUTY_MIN FROM CREW_MILEAGE_DATA;
"{""hq_code"": ""TDL"", ""select_column"": ""TOTAL_DUTY"", ""sort_order"": ""ASC""}",SELECT TOTAL_DUTY FROM TDL_MILEAGE_DATA WHERE HQ_CODE_C = 'TDL';
"{""hq_code"": ""BSP"", ""max_value"": 13678, ""min_value"": 8318, ""select_column"": ""TOTAL_KMS"", ""sort_by"": ""TOTAL_KMS""}",SELECT TOTAL_KMS FROM BSP_MILEAGE_DATA WHERE HQ_CODE_C = 'BSP' AND TOTAL_KMS BETWEEN 8318 AND 13678 ORDER BY TOTAL_KMS ASC;
"{""hq_code"": ""TDL"", ""select_column"": ""CREW_ID_V""}",SELECT CREW_ID_V FROM TDL_MILEAGE_DATA WHERE HQ_CODE_C = 'TDL';
"{""hq_code"": ""TDL"", ""max_value"": 7740, ""select_column"": ""CREW_ID_V"", ""sort_by"": ""TOTAL_KMS"", ""sort_order"": ""ASC""}",SELECT CREW_ID_V FROM TDL_MILEAGE_DATA WHERE HQ_CODE_C = 'TDL' ORDER BY TOTAL_KMS ASC;
"{""hq_code"": ""BSP"", ""max_value"": 1454, ""select_column"": ""CREW_ID_V"", ""sort_by"": ""TOTAL_DUTY"", ""sort_order"": ""DESC""}",SELECT CREW_ID_V FROM BSP_MILEAGE_DATA WHERE HQ_CODE_C = 'BSP' ORDER BY TOTAL_DUTY DESC;
"{""max_value"": 268, ""min_value"": 4728, ""select_column"": ""TOTAL_KMS"", ""sort_by"": ""TOTAL_KMS""}",SELECT TOTAL_KMS FROM CREW_MILEAGE_DATA WHERE TOTAL_KMS BETWEEN 4728 AND 268 ORDER BY TOTAL_KMS ASC;
"{""hq_code"": ""BSP"", ""min_value"": 736, ""select_column"": ""TOTAL_DUTY""}",SELECT TOTAL_DUTY FROM BSP_MILEAGE_DATA WHERE HQ_CODE_C = 'BSP' AND TOTAL_DUTY >= 736;
"{""hq_code"": ""TDL"", ""min_value"": 807, ""select_column"": ""CREW_ID_V"", ""sort_by"": ""TOTAL_DUTY"", ""sort_order"": ""DESC""}",SELECT CREW_ID_V FROM TDL_MILEAGE_DATA WHERE HQ_CODE_C = 'TDL' ORDER BY TOTAL_DUTY DESC;
"{""min_value"": 6316, ""select_column"": ""TOTAL_DUTY"", ""sort_by"": ""TOTAL_KMS"", ""sort_order"": ""ASC""}",SELECT TOTAL_DUTY FROM CREW_MILEAGE_DATA WHERE TOTAL_DUTY >= 6316 ORDER BY TOTAL_KMS ASC;
"{""hq_code"": ""BSP"", ""max_value"": 3418, ""select_column"": ""NON_RUN_DUTY_MIN"", ""sort_by"": ""TOTAL_DUTY"", ""sort_order"": ""DESC""}",SELECT NON_RUN_DUTY_MIN FROM BSP_MILEAGE_DATA WHERE HQ_CODE_C = 'BSP' AND NON_RUN_DUTY_MIN <= 3418 ORDER BY TOTAL_DUTY DESC;
"{""hq_code"": ""BSP"", ""max_value"": 1631, ""select_column"": ""RUN_DUTY_MIN"", ""sort_order"": ""ASC""}",SELECT RUN_DUTY_MIN FROM BSP_MILEAGE_DATA WHERE HQ_CODE_C = 'BSP' AND RUN_DUTY_MIN <= 1631;
"{""hq_code"": ""BSP"", ""max_value"": 14455, ""select_column"": ""NON_RUN_DUTY_MIN"", ""sort_order"": ""ASC""}",SELECT NON_RUN_DUTY_MIN FROM BSP_MILEAGE_DATA WHERE HQ_CODE_C = 'BSP' AND NON_RUN_DUTY_MIN <= 14455;
"{""hq_code"": ""TDL"", ""max_value"": 2204, ""min_value"": 3890, ""select_column"": ""CREW_ID_V"", ""sort_by"": ""TOTAL_KMS"", ""sort_order"": ""ASC""}",SELECT CREW_ID_V FROM TDL_MILEAGE_DATA WHERE HQ_CODE_C = 'TDL' ORDER BY TOTAL_KMS ASC;
"{""max_value"": 9259, ""min_value"": 14884, ""select_column"": ""CREW_ID_V"", ""sort_by"": ""TOTAL_KMS"", ""sort_order"": ""DESC""}",SELECT CREW_ID_V FROM CREW_MILEAGE_DATA ORDER BY TOTAL_KMS DESC;
"{""hq_code"": ""TDL"", ""min_value"": 2133, ""select_column"": ""TOTAL_DUTY"", ""sort_order"": ""DESC""}",SELECT TOTAL_DUTY FROM TDL_MILEAGE_DATA WHERE HQ_CODE_C = 'TDL' AND TOTAL_DUTY >= 2133;
"{""hq_code"": ""TDL"", ""max_value"": 4865, ""min_value"": 1300, ""select_column"": ""TOTAL_KMS"", ""sort_by"": ""TOTAL_DUTY""}",SELECT TOTAL_KMS FROM TDL_MILEAGE_DATA WHERE HQ_CODE_C = 'TDL' AND TOTAL_KMS BETWEEN 1300 AND 4865 ORDER BY TOTAL_DUTY ASC;
"{""hq_code"": ""TDL"", ""max_value"": 13289, ""select_column"": ""CREW_ID_V"", ""sort_by"": ""TOTAL_DUTY"", ""sort_order"": ""DESC""}",SELECT CREW_ID_V FROM TDL_MILEAGE_DATA WHERE HQ_CODE_C = 'TDL' ORDER BY TOTAL_DUTY DESC;
"{""hq_code"": ""BSP"", ""min_value"": 10013, ""select_column"": ""TOTAL_DUTY"", ""sort_order"": ""DESC""}",SELECT TOTAL_DUTY FROM BSP_MILEAGE_DATA WHERE HQ_CODE_C = 'BSP' AND TOTAL_DUTY >= 10013;
"{""hq_code"": ""TDL"", ""select_column"": ""TOTAL_KMS"", ""sort_by"": ""TOTAL_KMS"", ""sort_order"": ""DESC""}",SELECT TOTAL_KMS FROM TDL_MILEAGE_DATA WHERE HQ_CODE_C = 'TDL' ORDER BY TOTAL_KMS DESC;
"{""hq_code"": ""TDL"", ""max_value"": 3714, ""min_value"": 13, ""select_column"": ""TOTAL_KMS"", ""sort_order"": ""ASC""}",SELECT TOTAL_KMS FROM TDL_MILEAGE_DATA WHERE HQ_CODE_C = 'TDL' AND TOTAL_KMS BETWEEN 13 AND 3714;
"{""max_value"": 14869, ""min_value"": 7212, ""select_column"": ""NON_RUN_DUTY_MIN"", ""sort_by"": ""TOTAL_DUTY"", ""sort_order"": ""DESC""}",SELECT NON_RUN_DUTY_MIN FROM CREW_MILEAGE_DATA WHERE NON_RUN_DUTY_MIN BETWEEN 7212 AND 14869 ORDER BY TOTAL_DUTY DESC;
"{""max_value"": 14561, ""select_column"": ""NON_RUN_DUTY_MIN"", ""sort_by"": ""TOTAL_KMS"", ""sort_order"": ""ASC""}",SELECT NON_RUN_DUTY_MIN FROM CREW_MILEAGE_DATA WHERE NON_RUN_DUTY_MIN <= 14561 ORDER BY TOTAL_KMS ASC;
"{""hq_code"": ""BSP"", ""select_column"": ""TOTAL_KMS""}",SELECT TOTAL_KMS FROM BSP_MILEAGE_DATA WHERE HQ_CODE_C = 'BSP';
"{""min_value"": 14835, ""select_column"": ""NON_RUN_DUTY_MIN"", ""sort_by"": ""TOTAL_KMS"", ""sort_order"": ""DESC""}",SELECT NON_RUN_DUTY_MIN FROM CREW_MILEAGE_DATA WHERE NON_RUN_DUTY_MIN >= 14835 ORDER BY TOTAL_KMS DESC;
"{""hq_code"": ""TDL"", ""max_value"": 5917, ""min_value"": 9123, ""select_column"": ""RUN_DUTY_MIN"", ""sort_by"": ""TOTAL_KMS"", ""sort_order"": ""DESC""}",SELECT RUN_DUTY_MIN FROM TDL_MILEAGE_DATA WHERE HQ_CODE_C = 'TDL' AND RUN_DUTY_MIN BETWEEN 9123 AND 5917 ORDER BY TOTAL_KMS DESC;
"{""max_value"": 2857, ""min_value"": 10467, ""select_column"": ""CREW_ID_V"", ""sort_by"": ""TOTAL_KMS"", ""sort_order"": ""DESC""}",SELECT CREW_ID_V FROM CREW_MILEAGE_DATA ORDER BY TOTAL_KMS DESC;
"{""select_column"": ""NON_RUN_DUTY_MIN"", ""sort_order"": ""ASC""}",SELECT NON_RUN_DUTY_MIN FROM CREW_MILEAGE_DATA;
"{""select_column"": ""NON_RUN_DUTY_MIN"", ""sort_by"": ""TOTAL_KMS""}",SELECT NON_RUN_DUTY_MIN FROM CREW_MILEAGE_DATA ORDER BY TOTAL_KMS ASC;
